EXP-ID,SingleTask,ID,isFinished,startTime,EndTime,pickupTime,completionTime,beginPosition+,endPosition,inOrderFor,agvID,Priority
2-MAX-FAST2,1,129,true,0,3000000,0,104000,204.0-84.0,144.0-120.0,null,8,1
2-MAX-FAST2,1,135,true,0,2400000,89000,252500,208.0-54.0,112.0-120.0,null,17,1
2-MAX-FAST2,1,146,true,0,2400000,144000,262500,124.0-18.0,180.0-68.0,null,4,1
2-MAX-FAST2,1,160,true,0,3000000,176000,265750,48.0-18.0,36.0-98.0,null,11,1
2-MAX-FAST2,0,127,false,0,2400000,166750,295250,32.0-84.0,32.0-84.0,126,5,0
2-MAX-FAST2,1,134,true,0,1800000,141500,305750,208.0-54.0,136.0-120.0,null,10,1
2-MAX-FAST2,1,126,true,0,2400000,207500,343000,32.0-84.0,136.0-120.0,null,6,1
2-MAX-FAST2,0,133,false,0,1800000,295500,443000,204.0-88.0,204.0-88.0,128,13,0
2-MAX-FAST2,0,140,false,0,1800000,336250,477750,208.0-54.0,208.0-54.0,136,12,0
2-MAX-FAST2,0,125,false,0,2400000,339250,497000,54.0-38.0,54.0-38.0,121,8,0
2-MAX-FAST2,1,128,true,0,1800000,352250,504500,204.0-84.0,48.0-120.0,null,4,1
2-MAX-FAST2,1,136,true,0,1800000,402500,513500,208.0-54.0,172.0-120.0,null,14,1
2-MAX-FAST2,0,132,false,0,1800000,244250,535000,204.0-88.0,204.0-88.0,128,3,0
2-MAX-FAST2,1,147,true,0,2400000,379500,538000,170.0-24.0,132.0-120.0,null,0,1
2-MAX-FAST2,1,121,true,0,2400000,424750,564500,54.0-34.0,128.0-120.0,null,5,1
2-MAX-FAST2,0,124,false,0,2400000,279750,571000,54.0-38.0,54.0-38.0,121,1,0
2-MAX-FAST2,0,139,false,0,1800000,228500,574750,208.0-54.0,208.0-54.0,136,7,0
2-MAX-FAST2,1,161,true,0,2400000,509000,581250,48.0-18.0,52.0-38.0,null,17,1
2-MAX-FAST2,0,131,false,0,1800000,156500,628250,204.0-88.0,204.0-88.0,128,9,0
2-MAX-FAST2,1,261,true,477750,2277750,574000,643750,148.0-18.0,132.0-34.0,null,13,1
2-MAX-FAST2,1,150,true,0,3000000,448000,644000,170.0-24.0,48.0-120.0,null,11,1
2-MAX-FAST2,0,123,false,0,2400000,173750,656750,54.0-38.0,54.0-38.0,121,18,0
2-MAX-FAST2,0,130,false,0,1800000,84250,723000,204.0-88.0,204.0-88.0,128,19,0
2-MAX-FAST2,1,148,true,0,3000000,540750,724250,170.0-24.0,76.0-120.0,null,10,1
2-MAX-FAST2,1,262,true,477750,3477750,657750,747500,148.0-18.0,182.0-48.0,null,8,1
2-MAX-FAST2,0,122,false,0,2400000,73500,750000,54.0-38.0,54.0-38.0,121,16,0
2-MAX-FAST2,0,158,false,0,1800000,592750,864750,170.0-24.0,170.0-24.0,151,12,0
2-MAX-FAST2,1,149,true,0,2400000,716750,875250,170.0-24.0,132.0-120.0,null,1,1
2-MAX-FAST2,1,263,true,477750,4077750,807500,889750,148.0-18.0,160.0-74.0,null,9,1
2-MAX-FAST2,1,260,true,477750,2277750,657250,894250,160.0-18.0,206.0-48.0,null,14,1
2-MAX-FAST2,1,308,true,504500,2304500,741000,902750,102.0-38.0,64.0-120.0,null,3,1
2-MAX-FAST2,1,151,true,0,1800000,775250,943750,170.0-24.0,100.0-120.0,null,7,1
2-MAX-FAST2,0,156,false,0,1800000,492250,955500,170.0-24.0,170.0-24.0,151,6,0
2-MAX-FAST2,1,306,true,504500,3504500,847250,962000,102.0-38.0,88.0-120.0,null,16,1
2-MAX-FAST2,1,264,true,477750,2277750,879000,966250,148.0-18.0,198.0-44.0,null,5,1
2-MAX-FAST2,1,333,true,535000,3535000,795250,975000,202.0-54.0,84.0-120.0,null,19,1
2-MAX-FAST2,1,405,true,747500,4347500,914000,1015000,64.0-18.0,80.0-48.0,null,11,1
2-MAX-FAST2,0,379,false,601500,2401500,849500,1032000,32.0-104.0,32.0-104.0,375,10,0
2-MAX-FAST2,1,404,true,747500,3747500,877750,1052500,64.0-18.0,184.0-78.0,null,4,1
2-MAX-FAST2,0,153,false,0,1800000,243000,1057250,170.0-24.0,170.0-24.0,151,15,0
2-MAX-FAST2,1,375,true,601500,2401500,937500,1072250,32.0-104.0,180.0-120.0,null,17,1
2-MAX-FAST2,0,312,false,504500,2904500,933250,1091000,102.0-38.0,102.0-38.0,307,8,0
2-MAX-FAST2,1,307,true,504500,2904500,997750,1105000,102.0-38.0,76.0-120.0,null,14,1
2-MAX-FAST2,1,309,true,504500,2904500,1000750,1115500,102.0-34.0,100.0-120.0,null,12,1
2-MAX-FAST2,0,338,false,535000,3535000,919000,1135250,202.0-54.0,202.0-54.0,335,18,0
2-MAX-FAST2,1,334,true,535000,2335000,960750,1155500,202.0-54.0,60.0-120.0,null,9,1
2-MAX-FAST2,0,152,false,0,1800000,140250,1181500,170.0-24.0,170.0-24.0,151,2,0
2-MAX-FAST2,1,335,true,535000,3535000,1042750,1202500,202.0-54.0,100.0-120.0,null,1,1
2-MAX-FAST2,0,310,false,504500,2304500,670500,1209000,102.0-38.0,102.0-38.0,308,0,0
2-MAX-FAST2,1,406,true,747500,3747500,1103000,1221500,64.0-18.0,64.0-108.0,null,3,1
2-MAX-FAST2,1,478,true,1019750,3419750,1142750,1226250,96.0-18.0,148.0-44.0,null,7,1
2-MAX-FAST2,0,336,false,535000,3535000,732250,1229750,202.0-54.0,202.0-54.0,335,13,0
2-MAX-FAST2,1,443,true,955500,3955500,1181000,1244500,148.0-94.0,172.0-120.0,null,17,1
2-MAX-FAST2,0,449,false,955500,3955500,1131000,1274250,148.0-94.0,148.0-94.0,443,11,0
2-MAX-FAST2,1,446,true,955500,3355500,1194750,1297750,148.0-94.0,172.0-120.0,null,15,1
2-MAX-FAST2,0,448,false,955500,3955500,1068000,1368750,148.0-94.0,148.0-94.0,443,16,0
2-MAX-FAST2,1,479,true,1019750,3419750,1286250,1376000,96.0-18.0,148.0-54.0,null,2,1
2-MAX-FAST2,1,432,true,943750,4543750,1280750,1381750,84.0-18.0,34.0-54.0,null,19,1
2-MAX-FAST2,1,376,true,601500,3001500,1328750,1406000,32.0-108.0,72.0-120.0,null,0,1
2-MAX-FAST2,0,378,false,601500,3001500,1198500,1414750,32.0-108.0,32.0-108.0,376,4,0
2-MAX-FAST2,1,487,true,1091000,2891000,1316500,1417500,86.0-104.0,180.0-120.0,null,1,1
2-MAX-FAST2,1,529,true,1244500,3044500,1307000,1442500,160.0-18.0,148.0-98.0,null,7,1
2-MAX-FAST2,1,507,true,1166000,4166000,1353750,1448500,150.0-74.0,156.0-120.0,null,3,1
2-MAX-FAST2,1,445,true,955500,3355500,1338750,1450500,148.0-94.0,72.0-120.0,null,14,1
2-MAX-FAST2,1,488,true,1091000,4691000,1403500,1474500,86.0-104.0,84.0-120.0,null,17,1
2-MAX-FAST2,0,490,false,1091000,4691000,1278000,1494250,86.0-104.0,86.0-104.0,488,9,0
2-MAX-FAST2,0,377,false,601500,3001500,1084250,1505250,32.0-108.0,32.0-108.0,376,10,0
2-MAX-FAST2,1,433,true,943750,3343750,1370750,1526750,84.0-18.0,194.0-38.0,null,13,1
2-MAX-FAST2,0,447,false,955500,3355500,1083500,1550250,148.0-98.0,148.0-98.0,446,5,0
